"cohort","subtype","bootstrap","model","metric","value"
"Training cohort","IDHmut-intact",52,"CR-ViT","cindex",0.750609080841639
"Training cohort","IDHmut-intact",53,"CR-ViT","cindex",0.7685452162516383
"Training cohort","IDHmut-intact",54,"CR-ViT","cindex",0.7090425531914893
"Training cohort","IDHmut-intact",55,"CR-ViT","cindex",0.7662974396222989
"Training cohort","IDHmut-intact",56,"CR-ViT","cindex",0.6766768811712632
"Training cohort","IDHmut-intact",57,"CR-ViT","cindex",0.7526182737450343
"Training cohort","IDHmut-intact",58,"CR-ViT","cindex",0.731489610769681
"Training cohort","IDHmut-intact",59,"CR-ViT","cindex",0.6881602112676056
"Training cohort","IDHmut-intact",60,"CR-ViT","cindex",0.6875498558016813
"Training cohort","IDHmut-intact",61,"CR-ViT","cindex",0.7384421406556458
"Training cohort","IDHmut-intact",62,"CR-ViT","cindex",0.7465092097445039
"Training cohort","IDHmut-intact",63,"CR-ViT","cindex",0.6640955004591368
"Training cohort","IDHmut-intact",64,"CR-ViT","cindex",0.7161436829066887
"Training cohort","IDHmut-intact",65,"CR-ViT","cindex",0.7534128466733726
"Training cohort","IDHmut-intact",66,"CR-ViT","cindex",0.7119245101574708
"Training cohort","IDHmut-intact",67,"CR-ViT","cindex",0.7266739217595509
"Training cohort","IDHmut-intact",68,"CR-ViT","cindex",0.7012879415530617
"Training cohort","IDHmut-intact",69,"CR-ViT","cindex",0.7393079193619293
"Training cohort","IDHmut-intact",70,"CR-ViT","cindex",0.7425847457627118
"Training cohort","IDHmut-intact",71,"CR-ViT","cindex",0.7483032032984459
"Training cohort","IDHmut-intact",72,"CR-ViT","cindex",0.7257949151440276
"Training cohort","IDHmut-intact",73,"CR-ViT","cindex",0.6995907397226804
"Training cohort","IDHmut-intact",74,"CR-ViT","cindex",0.7593494819186166
"Training cohort","IDHmut-intact",75,"CR-ViT","cindex",0.7215325477345769
"Training cohort","IDHmut-intact",76,"CR-ViT","cindex",0.6862172177879133
"Training cohort","IDHmut-intact",77,"CR-ViT","cindex",0.7631490108702992
"Training cohort","IDHmut-intact",78,"CR-ViT","cindex",0.7436469656612195
"Training cohort","IDHmut-intact",79,"CR-ViT","cindex",0.7681620662219231
"Training cohort","IDHmut-intact",80,"CR-ViT","cindex",0.7351806383725009
"Training cohort","IDHmut-intact",81,"CR-ViT","cindex",0.7808857808857809
"Training cohort","IDHmut-intact",82,"CR-ViT","cindex",0.7099971878515186
"Training cohort","IDHmut-intact",83,"CR-ViT","cindex",0.7468315773400519
"Training cohort","IDHmut-intact",84,"CR-ViT","cindex",0.6930252278990884
"Training cohort","IDHmut-intact",85,"CR-ViT","cindex",0.7352669742913646
"Training cohort","IDHmut-intact",86,"CR-ViT","cindex",0.7229010925819437
"Training cohort","IDHmut-intact",87,"CR-ViT","cindex",0.7300695163437361
"Training cohort","IDHmut-intact",88,"CR-ViT","cindex",0.7240341194179629
"Training cohort","IDHmut-intact",89,"CR-ViT","cindex",0.6849283579802314
"Training cohort","IDHmut-intact",90,"CR-ViT","cindex",0.7473215633016448
"Training cohort","IDHmut-intact",91,"CR-ViT","cindex",0.7052762602862872
"Training cohort","IDHmut-intact",92,"CR-ViT","cindex",0.7917448405253283
"Training cohort","IDHmut-intact",93,"CR-ViT","cindex",0.7283360583574393
"Training cohort","IDHmut-intact",94,"CR-ViT","cindex",0.748533724340176
"Training cohort","IDHmut-intact",95,"CR-ViT","cindex",0.7548905209691812
"Training cohort","IDHmut-intact",96,"CR-ViT","cindex",0.6814040899534943
"Training cohort","IDHmut-intact",97,"CR-ViT","cindex",0.7689715426859711
"Training cohort","IDHmut-intact",98,"CR-ViT","cindex",0.6896835443037974
"Training cohort","IDHmut-intact",99,"CR-ViT","cindex",0.7441336971350614
"Training cohort","IDHmut-intact",100,"CR-ViT","cindex",0.7527999463483335
"Training cohort","IDHmut-intact",1,"3D-CNN","iauc",0.744252327637592
"Training cohort","IDHmut-intact",2,"3D-CNN","iauc",0.7250141851638348
"Training cohort","IDHmut-intact",3,"3D-CNN","iauc",0.7405018239190705
"Training cohort","IDHmut-intact",4,"3D-CNN","iauc",0.6303068419662523
"Training cohort","IDHmut-intact",5,"3D-CNN","iauc",0.6568748489199322
"Training cohort","IDHmut-intact",6,"3D-CNN","iauc",0.6964300182723291
"Training cohort","IDHmut-intact",7,"3D-CNN","iauc",0.6748064760138548
"Training cohort","IDHmut-intact",8,"3D-CNN","iauc",0.722278863157964
"Training cohort","IDHmut-intact",9,"3D-CNN","iauc",0.7046641485701677
"Training cohort","IDHmut-intact",10,"3D-CNN","iauc",0.6946138604462566
"Training cohort","IDHmut-intact",11,"3D-CNN","iauc",0.6750901056181605
"Training cohort","IDHmut-intact",12,"3D-CNN","iauc",0.7169048798591426
"Training cohort","IDHmut-intact",13,"3D-CNN","iauc",0.6816266515587844
"Training cohort","IDHmut-intact",14,"3D-CNN","iauc",0.7409091637215479
"Training cohort","IDHmut-intact",15,"3D-CNN","iauc",0.7093047348373713
"Training cohort","IDHmut-intact",16,"3D-CNN","iauc",0.7194408917562364
"Training cohort","IDHmut-intact",17,"3D-CNN","iauc",0.6449861534498014
"Training cohort","IDHmut-intact",18,"3D-CNN","iauc",0.6598737250721934
"Training cohort","IDHmut-intact",19,"3D-CNN","iauc",0.6547226092940822
"Training cohort","IDHmut-intact",20,"3D-CNN","iauc",0.7847029420380491
"Training cohort","IDHmut-intact",21,"3D-CNN","iauc",0.7026549871115605
"Training cohort","IDHmut-intact",22,"3D-CNN","iauc",0.6409522022505119
"Training cohort","IDHmut-intact",23,"3D-CNN","iauc",0.7108017771211291
"Training cohort","IDHmut-intact",24,"3D-CNN","iauc",0.6836488226649666
"Training cohort","IDHmut-intact",25,"3D-CNN","iauc",0.6748696284956803
"Training cohort","IDHmut-intact",26,"3D-CNN","iauc",0.7276040639631578
"Training cohort","IDHmut-intact",27,"3D-CNN","iauc",0.635890624930448
"Training cohort","IDHmut-intact",28,"3D-CNN","iauc",0.711354649821926
"Training cohort","IDHmut-intact",29,"3D-CNN","iauc",0.7334034051669829
"Training cohort","IDHmut-intact",30,"3D-CNN","iauc",0.7086449413472474
"Training cohort","IDHmut-intact",31,"3D-CNN","iauc",0.6898010521475543
"Training cohort","IDHmut-intact",32,"3D-CNN","iauc",0.7675468323888059
"Training cohort","IDHmut-intact",33,"3D-CNN","iauc",0.6288097092188407
"Training cohort","IDHmut-intact",34,"3D-CNN","iauc",0.6676270689672223
"Training cohort","IDHmut-intact",35,"3D-CNN","iauc",0.6896976339326752
"Training cohort","IDHmut-intact",36,"3D-CNN","iauc",0.6692885858924652
"Training cohort","IDHmut-intact",37,"3D-CNN","iauc",0.7325837097269766
"Training cohort","IDHmut-intact",38,"3D-CNN","iauc",0.6870492991016682
"Training cohort","IDHmut-intact",39,"3D-CNN","iauc",0.7075747626433883
"Training cohort","IDHmut-intact",40,"3D-CNN","iauc",0.6727619406659088
"Training cohort","IDHmut-intact",41,"3D-CNN","iauc",0.723964378205448
"Training cohort","IDHmut-intact",42,"3D-CNN","iauc",0.7010570853753169
"Training cohort","IDHmut-intact",43,"3D-CNN","iauc",0.7117864231649402
"Training cohort","IDHmut-intact",44,"3D-CNN","iauc",0.6970272776965504
"Training cohort","IDHmut-intact",45,"3D-CNN","iauc",0.6495969211942224
"Training cohort","IDHmut-intact",46,"3D-CNN","iauc",0.7274072951274337
"Training cohort","IDHmut-intact",47,"3D-CNN","iauc",0.7158074126840069
"Training cohort","IDHmut-intact",48,"3D-CNN","iauc",0.6781375590758629
"Training cohort","IDHmut-intact",49,"3D-CNN","iauc",0.7226733392852361
"Training cohort","IDHmut-intact",50,"3D-CNN","iauc",0.7577523980225106
"Training cohort","IDHmut-intact",51,"3D-CNN","iauc",0.6392763288076257
"Training cohort","IDHmut-intact",52,"3D-CNN","iauc",0.6491070221054649
"Training cohort","IDHmut-intact",53,"3D-CNN","iauc",0.7394660492077417
"Training cohort","IDHmut-intact",54,"3D-CNN","iauc",0.7027093664137882
"Training cohort","IDHmut-intact",55,"3D-CNN","iauc",0.734670958606592
"Training cohort","IDHmut-intact",56,"3D-CNN","iauc",0.6957351824963118
"Training cohort","IDHmut-intact",57,"3D-CNN","iauc",0.7430513148903997
"Training cohort","IDHmut-intact",58,"3D-CNN","iauc",0.6691347895059189
"Training cohort","IDHmut-intact",59,"3D-CNN","iauc",0.6530166020074344
"Training cohort","IDHmut-intact",60,"3D-CNN","iauc",0.6479229313107525
"Training cohort","IDHmut-intact",61,"3D-CNN","iauc",0.78393472090026
"Training cohort","IDHmut-intact",62,"3D-CNN","iauc",0.7329064417916523
"Training cohort","IDHmut-intact",63,"3D-CNN","iauc",0.6133373296661683
"Training cohort","IDHmut-intact",64,"3D-CNN","iauc",0.6548087257868042
"Training cohort","IDHmut-intact",65,"3D-CNN","iauc",0.7189185111061095
"Training cohort","IDHmut-intact",66,"3D-CNN","iauc",0.675352723573838
"Training cohort","IDHmut-intact",67,"3D-CNN","iauc",0.6766165688756999
"Training cohort","IDHmut-intact",68,"3D-CNN","iauc",0.6606011248489213
"Training cohort","IDHmut-intact",69,"3D-CNN","iauc",0.7142087587923888
"Training cohort","IDHmut-intact",70,"3D-CNN","iauc",0.7587647443235315
"Training cohort","IDHmut-intact",71,"3D-CNN","iauc",0.7084685144734296
"Training cohort","IDHmut-intact",72,"3D-CNN","iauc",0.6770905226739607
"Training cohort","IDHmut-intact",73,"3D-CNN","iauc",0.694776368159605
"Training cohort","IDHmut-intact",74,"3D-CNN","iauc",0.685344933199967
"Training cohort","IDHmut-intact",75,"3D-CNN","iauc",0.7116648092718706
"Training cohort","IDHmut-intact",76,"3D-CNN","iauc",0.6423392977729819
"Training cohort","IDHmut-intact",77,"3D-CNN","iauc",0.7471956889305742
"Training cohort","IDHmut-intact",78,"3D-CNN","iauc",0.6930829474172292
"Training cohort","IDHmut-intact",79,"3D-CNN","iauc",0.7045240585614231
"Training cohort","IDHmut-intact",80,"3D-CNN","iauc",0.7437116341864879
"Training cohort","IDHmut-intact",81,"3D-CNN","iauc",0.7853513212810459
"Training cohort","IDHmut-intact",82,"3D-CNN","iauc",0.6415651231862439
"Training cohort","IDHmut-intact",83,"3D-CNN","iauc",0.6965715140440999
"Training cohort","IDHmut-intact",84,"3D-CNN","iauc",0.6793807095878286
"Training cohort","IDHmut-intact",85,"3D-CNN","iauc",0.7304052834007443
"Training cohort","IDHmut-intact",86,"3D-CNN","iauc",0.6093165722620235
"Training cohort","IDHmut-intact",87,"3D-CNN","iauc",0.6866155476485704
"Training cohort","IDHmut-intact",88,"3D-CNN","iauc",0.6961743400547128
"Training cohort","IDHmut-intact",89,"3D-CNN","iauc",0.6290385744236253
"Training cohort","IDHmut-intact",90,"3D-CNN","iauc",0.7119103640108179
"Training cohort","IDHmut-intact",91,"3D-CNN","iauc",0.6460485385428457
"Training cohort","IDHmut-intact",92,"3D-CNN","iauc",0.7445914501512844
"Training cohort","IDHmut-intact",93,"3D-CNN","iauc",0.6568271085002549
"Training cohort","IDHmut-intact",94,"3D-CNN","iauc",0.7173601243429499
"Training cohort","IDHmut-intact",95,"3D-CNN","iauc",0.6958121454272113
"Training cohort","IDHmut-intact",96,"3D-CNN","iauc",0.6467814342926262
"Training cohort","IDHmut-intact",97,"3D-CNN","iauc",0.7440443538566884
"Training cohort","IDHmut-intact",98,"3D-CNN","iauc",0.7017370498025766
"Training cohort","IDHmut-intact",99,"3D-CNN","iauc",0.7716277092752855
"Training cohort","IDHmut-intact",100,"3D-CNN","iauc",0.684187902795737
"Training cohort","IDHmut-intact",1,"Clinicoradiologic","iauc",0.7250594653595571
"Training cohort","IDHmut-intact",2,"Clinicoradiologic","iauc",0.6316014006412942
"Training cohort","IDHmut-intact",3,"Clinicoradiologic","iauc",0.6776279721460733
"Training cohort","IDHmut-intact",4,"Clinicoradiologic","iauc",0.7437383230239683
"Training cohort","IDHmut-intact",5,"Clinicoradiologic","iauc",0.6445067604151765
"Training cohort","IDHmut-intact",6,"Clinicoradiologic","iauc",0.6767321713009267
"Training cohort","IDHmut-intact",7,"Clinicoradiologic","iauc",0.7166227014998273
"Training cohort","IDHmut-intact",8,"Clinicoradiologic","iauc",0.747483595102971
"Training cohort","IDHmut-intact",9,"Clinicoradiologic","iauc",0.6631586846805889
"Training cohort","IDHmut-intact",10,"Clinicoradiologic","iauc",0.6969452623086596
"Training cohort","IDHmut-intact",11,"Clinicoradiologic","iauc",0.7057112767185758
"Training cohort","IDHmut-intact",12,"Clinicoradiologic","iauc",0.6819919623294334
"Training cohort","IDHmut-intact",13,"Clinicoradiologic","iauc",0.7111957207458244
"Training cohort","IDHmut-intact",14,"Clinicoradiologic","iauc",0.6916061599643791
"Training cohort","IDHmut-intact",15,"Clinicoradiologic","iauc",0.6752897658756789
"Training cohort","IDHmut-intact",16,"Clinicoradiologic","iauc",0.6677166317138057
"Training cohort","IDHmut-intact",17,"Clinicoradiologic","iauc",0.6822870752794612
"Training cohort","IDHmut-intact",18,"Clinicoradiologic","iauc",0.6631121190583922
"Training cohort","IDHmut-intact",19,"Clinicoradiologic","iauc",0.6509850713253564
"Training cohort","IDHmut-intact",20,"Clinicoradiologic","iauc",0.7264171182203536
"Training cohort","IDHmut-intact",21,"Clinicoradiologic","iauc",0.6580471869454348
"Training cohort","IDHmut-intact",22,"Clinicoradiologic","iauc",0.6826222760022402
"Training cohort","IDHmut-intact",23,"Clinicoradiologic","iauc",0.661843843161995
"Training cohort","IDHmut-intact",24,"Clinicoradiologic","iauc",0.75067023984667125
"Training cohort","IDHmut-intact",25,"Clinicoradiologic","iauc",0.6983656363691906
"Training cohort","IDHmut-intact",26,"Clinicoradiologic","iauc",0.7347817313730112
"Training cohort","IDHmut-intact",27,"Clinicoradiologic","iauc",0.6669198569169151
"Training cohort","IDHmut-intact",28,"Clinicoradiologic","iauc",0.6177944911845997
"Training cohort","IDHmut-intact",29,"Clinicoradiologic","iauc",0.6625016844051761
"Training cohort","IDHmut-intact",30,"Clinicoradiologic","iauc",0.7218695090143789
"Training cohort","IDHmut-intact",31,"Clinicoradiologic","iauc",0.6343126734866789
"Training cohort","IDHmut-intact",32,"Clinicoradiologic","iauc",0.6729616154478103
"Training cohort","IDHmut-intact",33,"Clinicoradiologic","iauc",0.6976515923378632
"Training cohort","IDHmut-intact",34,"Clinicoradiologic","iauc",0.644499358645039
"Training cohort","IDHmut-intact",35,"Clinicoradiologic","iauc",0.7376600832191232
"Training cohort","IDHmut-intact",36,"Clinicoradiologic","iauc",0.751245595322228
"Training cohort","IDHmut-intact",37,"Clinicoradiologic","iauc",0.7681133748380825
"Training cohort","IDHmut-intact",38,"Clinicoradiologic","iauc",0.7348643654029582
"Training cohort","IDHmut-intact",39,"Clinicoradiologic","iauc",0.6144626765612493
"Training cohort","IDHmut-intact",40,"Clinicoradiologic","iauc",0.6399375973172947
"Training cohort","IDHmut-intact",41,"Clinicoradiologic","iauc",0.6524379069871329
"Training cohort","IDHmut-intact",42,"Clinicoradiologic","iauc",0.715811741287269
"Training cohort","IDHmut-intact",43,"Clinicoradiologic","iauc",0.6996326768005272
"Training cohort","IDHmut-intact",44,"Clinicoradiologic","iauc",0.6490886684316026
"Training cohort","IDHmut-intact",45,"Clinicoradiologic","iauc",0.6505762820039082
"Training cohort","IDHmut-intact",46,"Clinicoradiologic","iauc",0.6524896139316679
"Training cohort","IDHmut-intact",47,"Clinicoradiologic","iauc",0.6785428022686237
"Training cohort","IDHmut-intact",48,"Clinicoradiologic","iauc",0.6716250448719908
"Training cohort","IDHmut-intact",49,"Clinicoradiologic","iauc",0.7406564718838975
"Training cohort","IDHmut-intact",50,"Clinicoradiologic","iauc",0.7483832959021455
"Training cohort","IDHmut-intact",51,"Clinicoradiologic","iauc",0.6797440134075601
"Training cohort","IDHmut-intact",52,"Clinicoradiologic","iauc",0.7402044003058419
"Training cohort","IDHmut-intact",53,"Clinicoradiologic","iauc",0.7259216910728997
"Training cohort","IDHmut-intact",54,"Clinicoradiologic","iauc",0.6126448456624708
"Training cohort","IDHmut-intact",55,"Clinicoradiologic","iauc",0.6807212986455127
"Training cohort","IDHmut-intact",56,"Clinicoradiologic","iauc",0.6388242770114457
"Training cohort","IDHmut-intact",57,"Clinicoradiologic","iauc",0.6975905813386216
"Training cohort","IDHmut-intact",58,"Clinicoradiologic","iauc",0.7161079274083346
"Training cohort","IDHmut-intact",59,"Clinicoradiologic","iauc",0.6819111905179488
"Training cohort","IDHmut-intact",60,"Clinicoradiologic","iauc",0.6432647021109272
"Training cohort","IDHmut-intact",61,"Clinicoradiologic","iauc",0.6327871213102908
"Training cohort","IDHmut-intact",62,"Clinicoradiologic","iauc",0.7148834015758039
"Training cohort","IDHmut-intact",63,"Clinicoradiologic","iauc",0.6322523170598348
"Training cohort","IDHmut-intact",64,"Clinicoradiologic","iauc",0.6514462553399493
"Training cohort","IDHmut-intact",65,"Clinicoradiologic","iauc",0.7167034929699615
"Training cohort","IDHmut-intact",66,"Clinicoradiologic","iauc",0.7233880784976258
"Training cohort","IDHmut-intact",67,"Clinicoradiologic","iauc",0.6990734192004514
"Training cohort","IDHmut-intact",68,"Clinicoradiologic","iauc",0.6340242857985948
"Training cohort","IDHmut-intact",69,"Clinicoradiologic","iauc",0.6897612276403552
"Training cohort","IDHmut-intact",70,"Clinicoradiologic","iauc",0.6898868523024915
"Training cohort","IDHmut-intact",71,"Clinicoradiologic","iauc",0.7165606829626591
"Training cohort","IDHmut-intact",72,"Clinicoradiologic","iauc",0.6415347232909062
"Training cohort","IDHmut-intact",73,"Clinicoradiologic","iauc",0.6552810698072177
"Training cohort","IDHmut-intact",74,"Clinicoradiologic","iauc",0.7496861820050278
"Training cohort","IDHmut-intact",75,"Clinicoradiologic","iauc",0.7017386114296548
"Training cohort","IDHmut-intact",76,"Clinicoradiologic","iauc",0.6904283577670468
"Training cohort","IDHmut-intact",77,"Clinicoradiologic","iauc",0.7036819952176787
"Training cohort","IDHmut-intact",78,"Clinicoradiologic","iauc",0.6953929690077506
"Training cohort","IDHmut-intact",79,"Clinicoradiologic","iauc",0.7143419226893746
"Training cohort","IDHmut-intact",80,"Clinicoradiologic","iauc",0.6801519054330449
"Training cohort","IDHmut-intact",81,"Clinicoradiologic","iauc",0.7038943192216592
"Training cohort","IDHmut-intact",82,"Clinicoradiologic","iauc",0.7017462045093332
"Training cohort","IDHmut-intact",83,"Clinicoradiologic","iauc",0.6178082851896973
"Training cohort","IDHmut-intact",84,"Clinicoradiologic","iauc",0.6292567319579822
"Training cohort","IDHmut-intact",85,"Clinicoradiologic","iauc",0.6526538473715302
"Training cohort","IDHmut-intact",86,"Clinicoradiologic","iauc",0.6766087076242991
"Training cohort","IDHmut-intact",87,"Clinicoradiologic","iauc",0.6473310763838468
